,sensors_Torque_cmd,sensors_TV_delta_torque,sensors_TC_Tmax_FL,sensors_TC_Tmax_FR,sensors_TC_Tmax_RL,sensors_TC_Tmax_RR,MISC_Pos_Trq_Limit_FL,MISC_Pos_Trq_Limit_FR,MISC_Pos_Trq_Limit_RL,MISC_Pos_Trq_Limit_RR
42.53,0.0,0.0,98.605997,99.105258,148.90348,149.402735,0.0,0.0,0.834679,0.845389
42.54,0.0,0.0,98.678058,99.114903,148.887248,149.324098,0.0,0.0,0.834322,0.848051
42.55,0.0,0.0,98.653762,99.028204,148.974949,149.349397,0.0,0.0,0.0,0.0
42.56,0.0,0.0,98.622624,99.121875,148.881807,149.381064,0.0,0.0,0.837033,0.847327
42.57,0.0,0.0,98.717617,99.092042,148.899874,149.274293,0.0,0.0,0.0,0.0
42.58,0.0,0.0,98.736229,99.048253,148.943266,149.255296,0.0,0.0,0.831093,0.841349
42.59,0.0,0.0,98.698855,99.073279,148.918329,149.29276,0.0,0.0,0.832997,0.841546
42.6,0.0,0.0,98.755412,99.036216,148.948689,149.229499,0.0,0.0,0.0,0.0
42.61,0.0,0.0,98.661385,99.035809,148.955291,149.329709,0.0,0.0,0.832845,0.840534
42.62,0.0,0.0,98.696089,99.148516,148.840492,149.292919,0.0,0.0,0.835892,0.846179
42.63,0.0,0.0,98.724013,99.067215,148.917188,149.260396,0.0,0.0,0.828435,0.840821
42.64,0.0,0.0,98.656268,99.077491,148.912734,149.333951,0.0,0.0,0.832002,0.841403
42.65,0.0,0.0,98.715958,99.105989,148.885762,149.275793,0.0,0.0,0.833656,0.845221
42.66,0.0,0.0,98.72988,99.041903,148.949265,149.261294,0.0,0.0,0.83035,0.841031
42.67,0.0,0.0,98.674374,99.064412,148.932113,149.322152,0.0,0.0,0.833528,0.84208
42.68,0.0,0.0,98.770247,99.066668,148.928262,149.224696,0.0,0.0,0.834112,0.844819
42.69,0.0,0.0,98.750983,98.985006,149.008016,149.242033,0.0,0.0,0.015756,0.01585
42.7,0.0,0.0,98.706283,99.033922,148.964383,149.292022,0.0,0.0,0.836195,0.842612
42.71,0.0,0.0,98.754339,99.035162,148.962654,149.243466,0.0,0.0,0.834963,0.843952
42.72,0.0,0.0,98.726935,99.023356,148.972019,149.268441,0.0,0.0,0.833455,0.841147
42.73,0.0,0.0,98.712972,99.071791,148.920073,149.278904,0.0,0.0,0.834832,0.842961
42.74,0.0,0.0,98.75838,99.070395,148.914339,149.22636,0.0,0.0,0.832369,0.842203
42.75,0.0,0.0,98.703868,99.062676,148.921924,149.280732,0.0,0.0,0.830823,0.83936
42.76,0.0,0.0,98.712778,99.071595,148.919779,149.278609,0.0,0.0,0.83286,0.842697
42.77,0.0,0.0,98.750476,99.062505,148.933576,149.2456,0.0,0.0,0.832367,0.842201
42.78,0.0,0.0,98.715379,99.074206,148.923704,149.282543,0.0,0.0,0.831957,0.8405
42.79,0.0,0.0,98.715629,99.074458,148.924082,149.282922,0.0,0.0,0.832405,0.84224
42.8,0.0,0.0,98.715629,99.074458,148.924082,149.282922,0.0,0.0,0.832409,0.842244
42.81,0.0,0.0,98.715915,99.059138,148.936133,149.279356,0.0,0.0,0.832409,0.842244
42.82,0.0,0.0,98.676303,99.050736,148.946634,149.321073,0.0,0.0,0.015835,0.015944
42.83,0.0,0.0,98.700739,99.075171,148.921172,149.29561,0.0,0.0,0.834861,0.845142
42.84,0.0,0.0,98.715721,99.058943,148.93584,149.279062,0.0,0.0,0.01583,0.015949
42.85,0.0,0.0,98.710549,99.053769,148.943615,149.286841,0.0,0.0,0.83313,0.842539
42.86,0.0,0.0,98.746436,99.074064,148.915873,149.2435,0.0,0.0,0.833679,0.843091
42.87,0.0,0.0,98.767449,99.048257,148.935663,149.216471,0.0,0.0,0.831177,0.840145
42.88,0.0,0.0,98.7432,99.039615,148.949806,149.246233,0.0,0.0,0.831772,0.839456
42.89,0.0,0.0,98.782305,99.063114,148.926913,149.207728,0.0,0.0,0.833195,0.841315
42.9,0.0,0.0,98.770565,99.004585,148.990807,149.224827,0.0,0.0,0.0,0.0
42.91,0.0,0.0,98.729949,99.041992,148.964958,149.276995,0.0,0.0,0.0,0.0
42.92,0.0,0.0,98.761259,99.026491,148.984705,149.24993,0.0,0.0,0.834156,0.842711
42.93,0.0,0.0,98.722708,98.956747,149.05884,149.292891,0.0,0.0,0.834279,0.841546
42.94,0.0,0.0,98.682681,99.010344,149.006691,149.334355,0.0,0.0,0.016009,0.016084
42.95,0.0,0.0,98.746078,99.011296,148.992957,149.258187,0.0,0.0,0.0,0.0
42.96,0.0,0.0,98.71348,98.963107,149.033298,149.282931,0.0,0.0,0.835305,0.842578
42.97,0.0,0.0,98.695835,99.007868,148.991396,149.303423,0.0,0.0,0.838678,0.845536
42.98,0.0,0.0,98.748587,99.013801,148.981163,149.246383,0.0,0.0,0.836782,0.845351
42.99,0.0,0.0,98.6985,99.026133,148.968218,149.295851,0.0,0.0,0.834716,0.841985
43.0,0.0,0.0,98.70925,99.068078,148.930046,149.288873,0.0,0.0,0.835473,0.844466
43.01,0.0,0.0,98.753539,99.034361,148.961448,149.242258,0.0,0.0,0.0,0.0
43.02,0.0,0.0,98.671601,99.030433,148.966738,149.325564,0.0,0.0,0.833443,0.841135
43.03,0.0,0.0,98.697067,99.055896,148.942831,149.30166,0.0,0.0,0.836138,0.845996
43.04,0.0,0.0,98.734143,99.030573,148.967316,149.26374,0.0,0.0,0.834011,0.843856
43.05,0.0,0.0,98.696299,99.008333,148.992097,149.304125,0.0,0.0,0.834312,0.842438
43.06,0.0,0.0,98.736565,99.017391,148.982581,149.263407,0.0,0.0,0.836789,0.845358
43.07,0.0,0.0,98.73175,98.996969,149.002514,149.267727,0.0,0.0,0.835069,0.84277
43.08,0.0,0.0,98.691101,99.003145,148.999844,149.311876,0.0,0.0,0.836346,0.843623
43.09,0.0,0.0,98.701262,98.997687,148.995615,149.292034,0.0,0.0,0.015961,0.016061
43.1,0.0,0.0,98.701262,98.997687,148.995615,149.292034,0.0,0.0,0.836957,0.845097
43.11,0.0,0.0,98.713509,98.994322,148.994534,149.275348,0.0,0.0,0.836957,0.845097
43.12,0.0,0.0,98.72269,99.019098,148.965614,149.262023,0.0,0.0,0.0,0.0
43.13,0.0,0.0,98.72215,99.049758,148.925993,149.253602,0.0,0.0,0.834768,0.842897
43.14,0.0,0.0,98.702482,99.045674,148.931443,149.274641,0.0,0.0,0.0,0.0
43.15,0.0,0.0,98.701017,99.075427,148.906014,149.280429,0.0,0.0,0.833559,0.84297
43.16,0.0,0.0,98.72049,99.094903,148.888624,149.263042,0.0,0.0,0.0,0.0
43.17,0.0,0.0,98.745747,99.073373,148.914833,149.242459,0.0,0.0,0.830511,0.840763
43.18,0.0,0.0,98.709479,99.099509,148.891564,149.281594,0.0,0.0,0.831167,0.840135
43.19,0.0,0.0,98.723627,99.082445,148.904975,149.263787,0.0,0.0,0.830879,0.841563
43.2,0.0,0.0,98.731014,99.027435,148.962595,149.259011,0.0,0.0,0.831276,0.841103
43.21,0.0,0.0,98.729136,99.056768,148.936533,149.264165,0.0,0.0,0.834266,0.842392
43.22,0.0,0.0,98.783648,99.002065,148.991002,149.209407,0.0,0.0,0.01582,0.015924
43.23,0.0,0.0,98.763256,98.966072,149.034175,149.236986,0.0,0.0,0.834269,0.84025
43.24,0.0,0.0,98.747733,99.044161,148.956644,149.253084,0.0,0.0,0.837196,0.842758
43.25,0.0,0.0,98.793922,98.981128,149.014145,149.201351,0.0,0.0,0.833262,0.841383
43.26,0.0,0.0,98.712395,99.024421,148.969626,149.281658,0.0,0.0,0.83524,0.840366
43.27,0.0,0.0,98.740788,99.099601,148.884128,149.242934,0.0,0.0,0.0,0.0
43.28,0.0,0.0,98.753385,99.034182,148.945631,149.226435,0.0,0.0,0.829656,0.839473
43.29,0.0,0.0,98.658755,99.111182,148.87768,149.330106,0.0,0.0,0.832815,0.840504
43.3,0.0,0.0,98.729818,99.151031,148.836695,149.257908,0.0,0.0,0.83163,0.844041
43.31,0.0,0.0,98.74209,99.054112,148.936521,149.248549,0.0,0.0,0.0,0.0
43.32,0.0,0.0,98.645971,99.145214,148.854709,149.353959,0.0,0.0,0.832458,0.841004
43.33,0.0,0.0,98.745893,99.104724,148.891824,149.250649,0.0,0.0,0.830537,0.844233
43.34,0.0,0.0,98.680621,99.023844,148.97637,149.3196,0.0,0.0,0.829732,0.83955
43.35,0.0,0.0,98.669858,99.122307,148.878844,149.331293,0.0,0.0,0.836367,0.845795
43.36,0.0,0.0,98.776772,99.057589,148.934152,149.214957,0.0,0.0,0.83117,0.843578
43.37,0.0,0.0,98.782937,99.016963,148.978319,149.212339,0.0,0.0,0.831285,0.838966
43.38,0.0,0.0,98.731564,99.059204,148.940196,149.267836,0.0,0.0,0.015817,0.015891
43.39,0.0,0.0,98.781212,99.04643,148.952458,149.21767,0.0,0.0,0.015778,0.015862
43.4,0.0,0.0,98.761768,99.011408,148.997091,149.246724,0.0,0.0,0.015778,0.015862
43.41,0.0,0.0,98.745899,99.04234,148.969464,149.265906,0.0,0.0,0.835007,0.841849
43.42,0.0,0.0,98.767678,98.954893,149.052459,149.239674,0.0,0.0,0.0,0.0
43.43,0.0,0.0,98.685704,98.997745,149.007269,149.319316,0.0,0.0,0.837985,0.843121
43.44,0.0,0.0,98.673067,99.016293,148.980561,149.323786,0.0,0.0,6e-05,6.1e-05
43.45,0.0,0.0,98.739703,99.004904,148.983337,149.24855,0.0,0.0,0.836881,0.846312
43.46,0.0,0.0,98.721846,99.018252,148.964341,149.260747,0.0,0.0,0.835211,0.842482
43.47,0.0,0.0,98.725051,99.037058,148.941979,149.253993,0.0,0.0,0.834756,0.842884
43.48,0.0,0.0,98.772157,99.052961,148.927194,149.207985,0.0,0.0,0.833457,0.842008
43.49,0.0,0.0,98.741146,99.09996,148.884666,149.243474,0.0,0.0,0.831216,0.838897
43.5,0.0,0.0,98.790694,99.055904,148.935601,149.200805,0.0,0.0,0.829661,0.839478
43.51,0.0,0.0,98.70609,99.096132,148.902057,149.292098,0.0,0.0,0.830961,0.838212
43.52,0.0,0.0,98.694245,99.099902,148.903742,149.309393,0.0,0.0,0.831455,0.842143
43.53,0.0,0.0,98.710475,99.038128,148.97071,149.298363,0.0,0.0,0.831811,0.842932
43.54,0.0,0.0,98.653099,99.105557,148.900303,149.352761,0.0,0.0,0.835025,0.844015
43.55,0.0,0.0,98.681891,99.071934,148.927867,149.317911,0.0,0.0,0.832797,0.845218
43.56,0.0,0.0,98.673961,99.032802,148.970301,149.329136,0.0,0.0,0.833598,0.844301
43.57,0.0,0.0,98.661288,99.082532,148.920311,149.341549,0.0,0.0,0.836174,0.846031
43.58,0.0,0.0,98.711578,99.00801,148.995594,149.292025,0.0,0.0,0.833731,0.845297
43.59,0.0,0.0,98.679451,99.053896,148.951386,149.325837,0.0,0.0,0.836483,0.844621
43.6,0.0,0.0,98.741949,99.069582,148.924679,149.252313,0.0,0.0,0.834908,0.845189
43.61,0.0,0.0,98.75998,98.96279,149.029232,149.232036,0.0,0.0,0.831736,0.840707
43.62,0.0,0.0,98.69176,99.034986,148.962022,149.305235,0.0,0.0,0.0,0.0
43.63,0.0,0.0,98.76231,99.058726,148.931876,149.228292,0.0,0.0,0.835279,0.8447
43.64,0.0,0.0,98.735464,99.000676,148.992529,149.257735,0.0,0.0,0.831601,0.839713
43.65,0.0,0.0,98.719084,99.093515,148.902088,149.276512,0.0,0.0,0.015898,0.015982
43.66,0.0,0.0,98.819948,99.022754,148.963867,149.166667,0.0,0.0,0.831115,0.841371
43.67,0.0,0.0,98.685633,99.013265,148.979971,149.307603,0.0,0.0,0.831774,0.837317
43.68,0.0,0.0,98.696538,99.117774,148.879976,149.301206,0.0,0.0,0.836535,0.845534
43.69,0.0,0.0,98.805037,99.039056,148.949315,149.183328,0.0,0.0,0.831363,0.83776
43.7,0.0,0.0,98.706913,99.05012,148.938128,149.281342,0.0,0.0,0.831363,0.83776
43.71,0.0,0.0,98.786669,99.114286,148.867508,149.195125,0.0,0.0,0.833625,0.843036
43.72,0.0,0.0,98.80963,98.981246,149.002723,149.174332,0.0,0.0,0.827403,0.836349
43.73,0.0,0.0,98.661857,99.067508,148.932786,149.338431,0.0,0.0,0.834315,0.839011
43.74,0.0,0.0,98.804894,99.085721,148.914245,149.195071,0.0,0.0,0.015895,0.016024
43.75,0.0,0.0,98.798453,98.970082,149.032596,149.204218,0.0,0.0,0.829202,0.836874
43.76,0.0,0.0,98.678026,99.036882,148.976438,149.335288,0.0,0.0,0.836029,0.84073
43.77,0.0,0.0,98.770603,99.004643,149.006451,149.240485,0.0,0.0,0.836235,0.846093
43.78,0.0,0.0,98.670605,98.96705,149.042888,149.339327,0.0,0.0,0.835234,0.841647
43.79,0.0,0.0,98.646884,99.099342,148.906515,149.358973,0.0,0.0,0.840269,0.848426
43.8,0.0,0.0,98.769073,99.0187,148.976946,149.226579,0.0,0.0,0.833331,0.845756
43.81,0.0,0.0,98.639055,99.013489,148.983924,149.358364,0.0,0.0,0.833863,0.8407
43.82,0.0,0.0,98.638116,99.137351,148.858436,149.357677,0.0,0.0,0.838068,0.84837
43.83,0.0,0.0,98.726168,99.069377,148.920439,149.263654,0.0,0.0,0.831045,0.844745
43.84,0.0,0.0,98.620875,99.104502,148.890776,149.374415,0.0,0.0,0.832034,0.841436
43.85,0.0,0.0,98.693789,99.130621,148.86421,149.301047,0.0,0.0,0.833384,0.846672
43.86,0.0,0.0,98.737431,99.033847,148.956689,149.253105,0.0,0.0,0.829742,0.841708
43.87,0.0,0.0,98.642293,99.09473,148.899585,149.352022,0.0,0.0,0.833735,0.841858
43.88,0.0,0.0,98.759468,99.087098,148.904369,149.231998,0.0,0.0,0.833262,0.845686
43.89,0.0,0.0,98.762492,98.996514,148.994215,149.22823,0.0,0.0,0.830121,0.839083
43.9,0.0,0.0,98.698648,99.041869,148.956826,149.300053,0.0,0.0,0.835113,0.841525
43.91,0.0,0.0,98.806577,99.009393,148.990429,149.193251,0.0,0.0,0.834755,0.844173
43.92,0.0,0.0,98.74255,98.976577,149.026449,149.260475,0.0,0.0,0.833452,0.839001
43.93,0.0,0.0,98.682496,99.04134,148.967593,149.326436,0.0,0.0,0.837324,0.843746
43.94,0.0,0.0,98.719421,98.984651,149.030652,149.295894,0.0,0.0,0.835674,0.845529
43.95,0.0,0.0,98.629147,99.003613,149.015766,149.390238,0.0,0.0,0.838045,0.84533
43.96,0.0,0.0,98.596541,99.049025,148.970837,149.42332,0.0,0.0,0.839806,0.85012
43.97,0.0,0.0,98.603588,99.04046,148.977489,149.414367,0.0,0.0,0.0,0.0
43.98,0.0,0.0,98.525935,99.087606,148.923241,149.484918,0.0,0.0,0.838422,0.850455
43.99,0.0,0.0,98.554846,99.100913,148.900535,149.446602,0.0,0.0,0.835789,0.85083
44.0,0.0,0.0,98.573439,99.088276,148.90506,149.419896,0.0,0.0,0.835789,0.85083
44.01,0.0,0.0,98.610262,99.140677,148.839929,149.370351,0.0,0.0,0.0,0.0
44.02,0.0,0.0,98.679463,99.100652,148.869824,149.291007,0.0,0.0,0.831072,0.845635
44.03,0.0,0.0,98.693738,99.099341,148.871782,149.277392,0.0,0.0,0.0,0.0
44.04,0.0,0.0,98.772734,99.115911,148.850456,149.193639,0.0,0.0,0.830552,0.841663
44.05,0.0,0.0,98.809726,99.043727,148.925236,149.159231,0.0,0.0,0.827102,0.836474
44.06,0.0,0.0,98.804062,99.069258,148.909037,149.174227,0.0,0.0,0.830182,0.836574
44.07,0.0,0.0,98.862125,99.049319,148.930048,149.117241,0.0,0.0,0.829285,0.836528
44.08,0.0,0.0,98.817841,98.989461,148.999501,149.171114,0.0,0.0,0.828745,0.833851
44.09,0.0,0.0,98.785247,99.019278,148.981803,149.215828,0.0,0.0,0.83381,0.838504
44.1,0.0,0.0,98.834054,98.974471,149.031619,149.172029,0.0,0.0,0.833572,0.839979
44.11,0.0,0.0,98.711595,98.945643,149.073253,149.307295,0.0,0.0,0.83487,0.838711
44.12,0.0,0.0,98.713134,99.009595,149.013536,149.309991,0.0,0.0,0.840632,0.847067
44.13,0.0,0.0,98.729121,98.963166,149.052948,149.286987,0.0,0.0,0.837135,0.845276
44.14,0.0,0.0,98.604029,98.978495,149.040196,149.414667,0.0,0.0,0.839008,0.845437
44.15,0.0,0.0,98.647364,99.053027,148.957659,149.363333,0.0,0.0,0.841946,0.852273
44.16,0.0,0.0,98.677969,99.021183,148.972367,149.315587,0.0,0.0,0.836123,0.847275
44.17,0.0,0.0,98.580525,99.079752,148.911781,149.411014,0.0,0.0,0.836327,0.845754
44.18,0.0,0.0,98.684132,99.120948,148.865228,149.302038,0.0,0.0,0.835822,0.849563
44.19,0.0,0.0,98.667427,99.073045,148.910011,149.31564,0.0,0.0,0.015768,0.015907
44.2,0.0,0.0,98.607563,99.137992,148.851438,149.381879,0.0,0.0,0.833289,0.84442
44.21,0.0,0.0,98.74217,99.147794,148.835796,149.241414,0.0,0.0,0.831657,0.846226
44.22,0.0,0.0,98.699051,99.089065,148.891438,149.281452,0.0,0.0,0.826901,0.837986
44.23,0.0,0.0,98.667054,99.135075,148.847394,149.315422,0.0,0.0,0.83135,0.842037
44.24,0.0,0.0,98.765656,99.108858,148.870929,149.214131,0.0,0.0,0.829784,0.842611
44.25,0.0,0.0,98.714767,99.042393,148.946019,149.273645,0.0,0.0,0.828245,0.837624
44.26,0.0,0.0,98.716977,99.07581,148.926115,149.28496,0.0,0.0,0.833836,0.842819
44.27,0.0,0.0,98.805406,98.992622,149.015881,149.203097,0.0,0.0,0.832429,0.842264
44.28,0.0,0.0,98.717272,98.951312,149.066228,149.300269,0.0,0.0,0.834784,0.839909
44.29,0.0,0.0,98.724146,98.973801,149.049402,149.299062,0.0,0.0,0.838839,0.845697
44.3,0.0,0.0,98.745421,98.901449,149.120047,149.276081,0.0,0.0,0.838839,0.845697
44.31,0.0,0.0,98.696006,98.898831,149.119723,149.322561,0.0,0.0,0.842245,0.846535
44.32,0.0,0.0,98.708966,98.943007,149.069282,149.303318,0.0,0.0,0.843736,0.849322
44.33,0.0,0.0,98.716975,98.951001,149.050184,149.284222,0.0,0.0,0.840591,0.847027
44.34,0.0,0.0,98.66158,98.989215,149.006011,149.333646,0.0,0.0,0.0,0.0
44.35,0.0,0.0,98.683953,99.027172,148.965816,149.309036,0.0,0.0,0.838687,0.847698
44.36,0.0,0.0,98.694535,99.037742,148.950619,149.293832,0.0,0.0,0.835789,0.845214
44.37,0.0,0.0,98.663406,99.069038,148.919532,149.325158,0.0,0.0,0.834694,0.844111
44.38,0.0,0.0,98.664327,99.116751,148.870498,149.322922,0.0,0.0,0.833855,0.844991
44.39,0.0,0.0,98.706243,99.127441,148.847883,149.269075,0.0,0.0,0.831087,0.843494
44.4,0.0,0.0,98.707231,99.097228,148.872599,149.262596,0.0,0.0,0.828771,0.840299
44.41,0.0,0.0,98.707961,99.113572,148.862089,149.267694,0.0,0.0,0.0,0.0
44.42,0.0,0.0,98.723981,99.113995,148.866704,149.256718,0.0,0.0,0.829514,0.840618
44.43,0.0,0.0,98.713052,99.071871,148.920194,149.279025,0.0,0.0,0.82922,0.839892
44.44,0.0,0.0,98.714084,99.104132,148.898511,149.288559,0.0,0.0,0.015815,0.015929
44.45,0.0,0.0,98.762524,99.043347,148.959415,149.240245,0.0,0.0,0.830948,0.841633
44.46,0.0,0.0,98.715656,98.980876,149.024968,149.2902,0.0,0.0,0.83295,0.840641
44.47,0.0,0.0,98.701776,98.998215,149.011974,149.308414,0.0,0.0,0.837989,0.845273
44.48,0.0,0.0,98.753947,98.956769,149.051286,149.254115,0.0,0.0,0.837593,0.845736
44.49,0.0,0.0,98.715929,98.934355,149.07581,149.294242,0.0,0.0,0.838312,0.843879
44.5,0.0,0.0,98.754536,98.95736,149.052176,149.255006,0.0,0.0,0.840791,0.846796
44.51,0.0,0.0,98.798589,98.907814,149.094838,149.204057,0.0,0.0,0.838321,0.843888
44.52,0.0,0.0,98.724244,98.942667,149.057194,149.275604,0.0,0.0,0.839553,0.842549
44.53,0.0,0.0,98.765079,98.983496,149.009728,149.228145,0.0,0.0,0.839658,0.845659
44.54,0.0,0.0,98.791608,98.963225,149.022271,149.193882,0.0,0.0,0.835873,0.84186
44.55,0.0,0.0,98.709529,99.021546,148.965301,149.277324,0.0,0.0,0.015876,0.015931
44.56,0.0,0.0,98.768039,99.048849,148.936554,149.217364,0.0,0.0,0.835105,0.843665
44.57,0.0,0.0,98.723783,99.066984,148.916842,149.260049,0.0,0.0,0.83178,0.839464
44.58,0.0,0.0,98.649089,99.132702,148.855435,149.339061,0.0,0.0,0.831998,0.8414
44.59,0.0,0.0,98.710844,99.132061,148.854821,149.276032,0.0,0.0,0.828839,0.840368
44.6,0.0,0.0,98.672056,99.108873,148.878191,149.315014,0.0,0.0,0.828839,0.840368
44.61,0.0,0.0,98.628263,99.111902,148.886357,149.369991,0.0,0.0,0.0,0.0
44.62,0.0,0.0,98.70394,99.078384,148.926002,149.300452,0.0,0.0,0.0,0.0
44.63,0.0,0.0,98.650003,99.071246,148.934442,149.355685,0.0,0.0,0.832767,0.843034
44.64,0.0,0.0,98.666452,99.056509,148.951332,149.341389,0.0,0.0,0.0,0.0
44.65,0.0,0.0,98.734204,98.99943,149.006218,149.271438,0.0,0.0,0.835248,0.845962
44.66,0.0,0.0,98.718882,98.984099,149.014254,149.279477,0.0,0.0,0.836383,0.84366
44.67,0.0,0.0,98.729019,98.99423,148.998392,149.263598,0.0,0.0,0.837409,0.844691
44.68,0.0,0.0,98.77161,99.021227,148.965188,149.214811,0.0,0.0,0.0,0.0
44.69,0.0,0.0,98.745926,99.042336,148.938355,149.234759,0.0,0.0,0.833275,0.840109
44.7,0.0,0.0,98.772935,99.006946,148.978797,149.21282,0.0,0.0,0.83261,0.840726
44.71,0.0,0.0,98.760976,99.02619,148.968701,149.233909,0.0,0.0,0.834015,0.840423
44.72,0.0,0.0,98.744809,99.056839,148.940622,149.252659,0.0,0.0,0.833648,0.840912
44.73,0.0,0.0,98.719506,99.047148,148.95317,149.280811,0.0,0.0,0.832499,0.841045
44.74,0.0,0.0,98.702303,99.07674,148.923532,149.297975,0.0,0.0,0.833906,0.84289
44.75,0.0,0.0,98.717312,99.044947,148.94986,149.277494,0.0,0.0,0.832743,0.84301
44.76,0.0,0.0,98.692927,99.020562,148.975398,149.303033,0.0,0.0,0.0,0.0
44.77,0.0,0.0,98.698202,99.088237,148.905734,149.295769,0.0,0.0,0.836017,0.845013
44.78,0.0,0.0,98.730602,99.042628,148.950355,149.262386,0.0,0.0,0.831963,0.842655
44.79,0.0,0.0,98.677484,99.051922,148.948417,149.322861,0.0,0.0,0.833539,0.842091
44.8,0.0,0.0,98.711526,99.101564,148.894652,149.28469,0.0,0.0,0.834879,0.845159
44.81,0.0,0.0,98.724417,99.036442,148.95661,149.268629,0.0,0.0,0.83091,0.841594
44.82,0.0,0.0,98.635579,99.103627,148.893423,149.361466,0.0,0.0,0.834073,0.842628
44.83,0.0,0.0,98.702568,99.108208,148.885102,149.290748,0.0,0.0,0.833069,0.845923
44.84,0.0,0.0,98.683125,99.041948,148.952949,149.311784,0.0,0.0,0.830683,0.841796
44.85,0.0,0.0,98.632942,99.132182,148.866219,149.365453,0.0,0.0,0.835056,0.844907
44.86,0.0,0.0,98.730145,99.104571,148.887611,149.262042,0.0,0.0,0.831594,0.845298
44.87,0.0,0.0,98.669089,99.043518,148.951327,149.325763,0.0,0.0,0.830029,0.840278
44.88,0.0,0.0,98.631128,99.145974,148.851872,149.366718,0.0,0.0,0.83538,0.845664
44.89,0.0,0.0,98.751184,99.04761,148.946285,149.242705,0.0,0.0,0.832688,0.840806
44.9,0.0,0.0,98.670314,99.044748,148.953177,149.327617,0.0,0.0,0.832688,0.840806
44.91,0.0,0.0,98.69606,99.117294,148.879255,149.300483,0.0,0.0,0.835398,0.845683
44.92,0.0,0.0,98.743218,99.10204,148.887791,149.246607,0.0,0.0,0.830494,0.842035
44.93,0.0,0.0,98.613558,99.159606,148.833296,149.379344,0.0,0.0,0.829692,0.83951
44.94,0.0,0.0,98.697771,99.196993,148.792606,149.291835,0.0,0.0,0.830404,0.845393
44.95,0.0,0.0,98.776934,99.151349,148.833561,149.207969,0.0,0.0,0.01564,0.015798
44.96,0.0,0.0,98.693448,99.223871,148.762857,149.293292,0.0,0.0,0.825731,0.835951
44.97,0.0,0.0,98.709531,99.255555,148.728775,149.274804,0.0,0.0,0.015602,0.015769
44.98,0.0,0.0,98.745063,99.213101,148.778123,149.246155,0.0,0.0,0.821852,0.83676
44.99,0.0,0.0,98.723205,99.128853,148.869495,149.275137,0.0,0.0,0.01556,0.015708
45.0,0.0,0.0,98.786215,99.129439,148.870772,149.214002,0.0,0.0,0.015723,0.015852
45.01,0.0,0.0,98.767787,99.079831,148.928523,149.240573,0.0,0.0,0.015648,0.015756
45.02,0.0,0.0,98.710642,99.100701,148.908923,149.298982,0.0,0.0,0.015756,0.015855
45.03,0.0,0.0,98.721352,99.111405,148.893897,149.283949,0.0,0.0,0.015796,0.01592
45.04,0.0,0.0,98.763652,99.060097,148.949484,149.245923,0.0,0.0,0.015761,0.015885
45.05,0.0,0.0,98.679178,99.053622,148.950974,149.325424,0.0,0.0,0.015793,0.015887
45.06,0.0,0.0,98.708286,99.129513,148.866525,149.287764,0.0,0.0,0.0159,0.01602
45.07,0.0,0.0,98.744086,99.056114,148.939532,149.251566,0.0,0.0,0.015738,0.015871
45.08,0.0,0.0,98.746575,99.120992,148.865661,149.240072,0.0,0.0,0.832488,0.841034
45.09,0.0,0.0,98.786688,99.114305,148.867536,149.195153,0.0,0.0,0.8284,0.838637
45.1,0.0,0.0,98.779837,99.076249,148.91158,149.207992,0.0,0.0,0.827403,0.836349
45.11,0.0,0.0,98.788077,99.084501,148.908431,149.20485,0.0,0.0,0.829986,0.83809
45.12,0.0,0.0,98.799622,99.080445,148.921868,149.202697,0.0,0.0,0.829484,0.837585
45.13,0.0,0.0,98.772235,99.053068,148.958454,149.239294,0.0,0.0,0.015708,0.015797
45.14,0.0,0.0,98.76983,99.035068,148.982056,149.247287,0.0,0.0,0.832468,0.840156
45.15,0.0,0.0,98.725158,99.006005,149.012118,149.292965,0.0,0.0,0.83378,0.841045
45.16,0.0,0.0,98.703081,98.983912,149.025554,149.306392,0.0,0.0,0.836781,0.84449
45.17,0.0,0.0,98.725866,98.944292,149.059642,149.278057,0.0,0.0,0.838335,0.846051
45.18,0.0,0.0,98.656845,99.000078,149.00283,149.346064,0.0,0.0,0.839682,0.845683
45.19,0.0,0.0,98.722944,99.003767,148.993197,149.274008,0.0,0.0,0.016008,0.016118
45.2,0.0,0.0,98.722944,99.003767,148.993197,149.274008,0.0,0.0,0.83612,0.843825
45.21,0.0,0.0,98.688624,99.00066,148.996105,149.308128,0.0,0.0,0.83612,0.843825
45.22,0.0,0.0,98.663,99.084219,148.907305,149.328524,0.0,0.0,0.837302,0.845874
45.23,0.0,0.0,98.700522,99.059347,148.932464,149.291283,0.0,0.0,0.83313,0.844691
45.24,0.0,0.0,98.60749,99.075517,148.91336,149.3814,0.0,0.0,0.015849,0.015963
45.25,0.0,0.0,98.625211,99.155641,148.831333,149.361757,0.0,0.0,0.015936,0.016085
45.26,0.0,0.0,98.608622,99.154671,148.841427,149.387483,0.0,0.0,0.015789,0.015958
45.27,0.0,0.0,98.506726,99.193188,148.801323,149.487779,0.0,0.0,0.015823,0.015997
45.28,0.0,0.0,98.610021,99.202872,148.793092,149.385949,0.0,0.0,0.015888,0.016108
45.29,0.0,0.0,98.600839,99.224898,148.771597,149.395657,0.0,0.0,0.828202,0.844465
